"MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4966507","Spacious Renovated Corner Unit Located In Yorkvillle With Breath Taking Views Of Rosedale. Direct Access To The Subway, Underground Path To Boutique Bloor Shops And Manulife Center. Quality Appliances Incl Miele Dishwasher, Fridigaire Prof Line, Built-In Oven And Induction Cook Top, Granite Counters.    Maintenance Fees All Inclusive Of Utilities.**** EXTRAS **** All Elf's & Wc's (27492237)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Recreation Centre",,"$998,000 ","Single Family","2","Condominium/Strata","M4W3S5"
"C4966512","*Luxury Condo """"Legacy At Heron's Hill"""" By Monarch *Beautiful South View, Spacious 2 Bedrooms, Practical & One Of The Best Functional Layout, 825 Sf + 170 Sf Huge Balcony, Outstanding Facilities: Gym, Indoor Pool, Party Rm, Cyber Lounge... 24 Hr Concierge, Ttc At Door, Shuttle To Subway & Fairview Mall, Mins To 404/401, Library, Grocery & Shopping**** EXTRAS **** Fridge, Stove, B/I Dishwasher, B/I Microwave, Washer & Dryer, One Parking & One Locker Included (27492245)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$639,000 ","Single Family","1","Condominium/Strata","M2J0A7"
"C4966520","2 Bedrooom Unit In Luxury Menkes Broadway Ii, Sunny South West View, Amazing & Prime Location, Direct Underground Access To 2 Subway Stations & Shopping Centre, Great Views From Both Bedrooms And From Large Open Balcony, Walk To All Kinds Of Shops And Restaurants On Yonge St. Minutes To 401/404. 24 Hrs Concierge, Owned Parking And Locker Included, Great Income Potential. Spectacular Building Amenities: Visitor Parking, Games Room, Guest Suites, Indoor Pool+++**** EXTRAS **** Fridge, Stove, Built-In Dishwasher, Microwave, Washer, Dryer, Window Coverings, Existing Electrical Light Fixtures. 1 Parking And 1 Locker Included (27492254)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",,"$649,000 ","Single Family","1","Condominium/Strata","M2N7C6"
"C4966522","Amazing, Luxury & Upscale Boutique Mid-Rise Condo. Located In The Prestigious Forest Hill Neighbourhood. This Beautiful 2 Bedroom Unit Is Spacious & Bright W/ 738Sf + 38Sf Of Balcony With A Great View. High End Finishings, Floor To Ceiling Windows, S/S Appliances, Laminate Flooring. *Low Maintenance Fee,Great Amenities Including Pet Spa, Gym,Party Room, Guest Suite. Steps To Yorkville, Restaurants,Subway & Great Schools.Motivated Seller.Come Before It's Gone.**** EXTRAS **** S/S Appliances, Glass Cooktop, B/I Oven And Microwave Integrated Fridge And Dishwasher. Washer And Dryer, And 1 Locker. Amenities Include Rooftop Terrace W Bbq, Media Lounge, Billiards Room, Fitness Centre, Guest Suite, 24Hr Concierge. (27492257)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$749,000 ","Single Family",,"Condominium/Strata","M4V1R3"
"C4966566","Location Location Location!! **This 1 Bed + Den Franklin Model Condo Apartment Located In The High Demand Area Of Toronto** Great Home For Investors/First Time Home Buyers & Those Looking For Extra Income* Very Bright, Functional & Open Concept Layout* Spacious Living & Dining Combined* Modern Kitchen W/ Stainless Steel Appliances, Tall Cabinets, Granite Counters, Custom Backsplash & Center Island* Huge Master W/ Closet & 4 Pc Ensuite***** EXTRAS **** Bldg Amenities Included A Lounge, Party Room, Fitness Club, Rooftop Terrace With Bbq & Gardening Plots, Rented Enclosed Bicycle Storage, 4-Min Walk To Ttc, Ymca, Park, Shopping Mall, Grocery Stores, Quick Access To Hwy 401 & 404 (27492315)","2","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$589,900 ","Single Family","1","Condominium/Strata","M2K1H3"
"E4940301","One Of The Well Maintained Building In The Area. Very Spacious Layout With 2 Bdrm With Solarium & Two Full Washrooms. Spent $25,000 On Renovations. Quartz Kitchen Counter Top W/ S.S Appliances. In Unit Laundry. Walking Distance To Go Station And Ttc Bus Route To Kennedy Station. Master Bdrm With W/I Closet With 4Pc Ensuite. Unobstructed West View. Owned Parking & Locker. Indoor Pool, Gym, Party Room, Sauna.***See Virtual Tour******* EXTRAS **** All Existing Brand New S.S Fridge, Stove, Dishwasher, Washer & Dryer, Window Coverings & Light Fixtures. Hydro, Heat & Water Included In The Maint. Fee. Recently Renovated With New Painting, Floors, Kitchen And Appliances. Spent $25,000 (27466064)","2","2 + 1",,"Apartment","Storage - Locker, Exercise Centre, Recreation Centre",,"$524,900 ","Single Family","1","Condominium/Strata","M1J3N3"
"E4966481","Gerrard & Woodbine Live-Work In Beach Hill-Upper Beaches Waiting For Your Creative Vision! Make It Your Own! Quality Building With 2 Bedroom Apartment Above A Bright, Open, Exposed Brick Commercial-Retail Space On Gerrard. 9 Ft Ceilings In Basement. Nice Deck In The Rear With Potential For A Garden. Streetcar At Your Door. Go & Ttc Line2 Less Than 10 Min Walk. Shops And Restaurants In Every Direction. The Beach And Lakeshore 6 Minutes Drive South**** EXTRAS **** Excellent Condo Or House Alternative For A Fantastic Price! Top Neighbourhood, Family-Oriented, And Close To Everything. (27492246)","6","2",,"Row / Townhouse",,,"$799,000 ","Single Family",,"Freehold","M4E2B1"
"E4966513","Note: Sought After By Builders. Lot Size 50 X 100.  Being Sold As Is.**** EXTRAS **** Stove, Fridge, Washer, Dryer And Freezer All Being Included As Is. (27492281)","1","1",,"House",,,"$789,900 ","Single Family",,"Freehold","M1M1V5""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4966473","Everything You Wanted In A Condo And More! 2 Full Bedrooms, Over 38 Linear Feet Of Floor To Ceiling South Facing Windows, Amazing Lake And City View, Polished Concrete Floors Through-Out,  Extensive Use Of Pot Lights, Popcorn Ceilings Removed, Clear Coat Birch Doors And Baseboards All Inclusive Maintenance Fee. Asking Less Than $750 Per Square Foot. Deeded Parking And A Locker Included. Oodles Of Storage! Five Stage Water Filtration System!**** EXTRAS **** S/S Fridge, Stove/Convection, B/I Micro, Full Size Washer & Dryer, New 2016 Fan Coil, New 2020 Custom Blinds Throughout, Master Bedroom Ceiling Fan, Pot Lighting. **Hallways, Lobby Elevator Update In Process And Will Be Stunning. (27492192)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre, Recreation Centre",,"$679,900 ","Single Family","1","Condominium/Strata","M4Y2X3"
"C4966507","Spacious Renovated Corner Unit Located In Yorkvillle With Breath Taking Views Of Rosedale. Direct Access To The Subway, Underground Path To Boutique Bloor Shops And Manulife Center. Quality Appliances Incl Miele Dishwasher, Fridigaire Prof Line, Built-In Oven And Induction Cook Top, Granite Counters.    Maintenance Fees All Inclusive Of Utilities.**** EXTRAS **** All Elf's & Wc's (27492237)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Recreation Centre",,"$998,000 ","Single Family","2","Condominium/Strata","M4W3S5"
"C4966522","Amazing, Luxury & Upscale Boutique Mid-Rise Condo. Located In The Prestigious Forest Hill Neighbourhood. This Beautiful 2 Bedroom Unit Is Spacious & Bright W/ 738Sf + 38Sf Of Balcony With A Great View. High End Finishings, Floor To Ceiling Windows, S/S Appliances, Laminate Flooring. *Low Maintenance Fee,Great Amenities Including Pet Spa, Gym,Party Room, Guest Suite. Steps To Yorkville, Restaurants,Subway & Great Schools.Motivated Seller.Come Before It's Gone.**** EXTRAS **** S/S Appliances, Glass Cooktop, B/I Oven And Microwave Integrated Fridge And Dishwasher. Washer And Dryer, And 1 Locker. Amenities Include Rooftop Terrace W Bbq, Media Lounge, Billiards Room, Fitness Centre, Guest Suite, 24Hr Concierge. (27492257)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$749,000 ","Single Family",,"Condominium/Strata","M4V1R3"
"E4966481","Gerrard & Woodbine Live-Work In Beach Hill-Upper Beaches Waiting For Your Creative Vision! Make It Your Own! Quality Building With 2 Bedroom Apartment Above A Bright, Open, Exposed Brick Commercial-Retail Space On Gerrard. 9 Ft Ceilings In Basement. Nice Deck In The Rear With Potential For A Garden. Streetcar At Your Door. Go & Ttc Line2 Less Than 10 Min Walk. Shops And Restaurants In Every Direction. The Beach And Lakeshore 6 Minutes Drive South**** EXTRAS **** Excellent Condo Or House Alternative For A Fantastic Price! Top Neighbourhood, Family-Oriented, And Close To Everything. (27492246)","6","2",,"Row / Townhouse",,,"$799,000 ","Single Family",,"Freehold","M4E2B1"
"W4966514","Well Maintained Unit In 2000/2010 Islington Condo's. Spacious Unit With 2 Bedrooms And Den. Large 2 + 1 Eat In Kitchen Overlooking Dining And Living Room In This Nearly 1800Sq Feet Condo. This Is A Great Alternative To Bungalow Living. Amazing Amenities Including Indoor & Outdoor Pool, Tennis Courts, Bbq On Acres Of Land. Resort Like Condo!**** EXTRAS **** Fridge (2014), Stove (2015), Dishwasher (2012), Washer (2012), Dryer (2017), 2 Crystal Chandlers, Drapes & Sheers. (27492343)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",,"$668,888 ","Single Family","2","Condominium/Strata",""
"W4966590","Original Owner, First Time Offering For Sale. Well Maintained 3 Bdrm Bungalow W/ Separate Entrance To Finished Basement. Hardwood Floors Throughout Main Level. Spacious Main Fl. Living Rm & Dining Rm W/ Eat-In Kitchen. Recent Updates Incl. Roof, Soffits, Windows, Gas Furnace & Central Air, Electrical Panel, Insulated Garage Door, All Elf's, All Existing Window Coverings. Lrg. Fenced In Pvt Backyard. Close To Transit, Shopping, 427,401...Great Location!**** EXTRAS **** Kitchen Appliances Included (27492439)","1","4",,"House",,,"$950,000 ","Single Family","3","Freehold","M9C4J8"
"W4966495","Location! Location! Stunning! Bright , Spacious And Comfortable 2 + 1 Br. At The Heart Of Mississauga. Steps To Go , Close To Major Highways Qew, 403,410,401. Walking Distance To Shopping Centers . Parks ,Schools & Hospital. The Solarium Offers A Great Feature Of This Unit. Can Be Used As Sun-Filled & Modern Office During The Day Or Can Be A Room To Enjoy The City Lights At Night . Upgraded Kitchen & Bath! A Must See!**** EXTRAS **** Stainless Steel Appliamces, All Elfs, All Window Coverings, Great Location ! (27492316)","1","2 + 1",,"Apartment","Security/Concierge, Exercise Centre",,"$498,888 ","Single Family","1","Condominium/Strata","L5B3Z1"
"W4966491","*Location/Luxury/Comfort* One Of The Largest Corner Unit W/South West Panoramic View Of Downtown Mississauga. This 2+1 Condo Features Open Concept Layout W/ Spacious Living & Dining, Sun Filled Solarium W/ Gorgeous View To Relax Or Enjoy Summer/Winter Evening. Modern Kit W/Granite Counter-Top, B-Splash & Brand New S/S Appl. Master Bed W/ 4Pcs Ensuite & Lrge Walk In Closet. New Custom Window Blinds T-Out The Unit & Much More**** EXTRAS **** This Building Offers 24-Hr Concierge W/ Security, Indoor Swimming Pool/Hot Tub/Sauna, Gym, Billiards Room, Meeting Room/Party Room, Guest Suites, Outdoor Tennis Courts, Well-Maintained Lawns And Plenty Of Visitor Parking & Ensuite Laundry ! (27492311)","2","2 + 1",,"Apartment","Storage - Locker",,"$499,999 ","Single Family","1","Condominium/Strata","L5R3K8"
"W4966580","Beautiful, Executive Townhouse , Small Quiet ,Complex ,Location In Central Mississauga , Absolute Show Piece,Back Onto Pankotte ,Large Family Size Kitchen With Pantry & Under Valance Lighting .Walking Distance To All Amenities .**** EXTRAS **** Includes : Refrigerator, Stove(2019),Washer(2019),Dryer(2018).All Blinds, Garage Door Opener And Remote ,All Electric Light Fixtures ,Central Air Conditioning , Electronic Thermostat ,Pantry, Furnace 2018 (27492425)","2","3",,"Row / Townhouse",,,"$650,000 ","Single Family","2","Condominium/Strata","L4Z3Y2""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4966473","Everything You Wanted In A Condo And More! 2 Full Bedrooms, Over 38 Linear Feet Of Floor To Ceiling South Facing Windows, Amazing Lake And City View, Polished Concrete Floors Through-Out,  Extensive Use Of Pot Lights, Popcorn Ceilings Removed, Clear Coat Birch Doors And Baseboards All Inclusive Maintenance Fee. Asking Less Than $750 Per Square Foot. Deeded Parking And A Locker Included. Oodles Of Storage! Five Stage Water Filtration System!**** EXTRAS **** S/S Fridge, Stove/Convection, B/I Micro, Full Size Washer & Dryer, New 2016 Fan Coil, New 2020 Custom Blinds Throughout, Master Bedroom Ceiling Fan, Pot Lighting. **Hallways, Lobby Elevator Update In Process And Will Be Stunning. (27492192)","1","2",,"Apartment","Storage - Locker, Security/Concierge, Sauna, Exercise Centre, Recreation Centre",,"$679,900 ","Single Family","1","Condominium/Strata","M4Y2X3"
"C4966571","Your Dream Home With Open Large Terrace Of 376 Sqft In The City. Working From Home? Imagine Sitting In Your Terrace With Fresh Air, A Morning Coffee And Your Laptop. Best Place To Work. Excellent Location. 10Ft Ceiling, Open Concept, Den Has Door With Closet, And Is Being Used As A 2nd Br. Buyer To Assume Heat Pump Rental $135.59/Month**** EXTRAS **** 24 Hours Concierge, Roof Top Deck And Garden, Outdoor Pool, Gym, Visitor Parking. Nest Thermostat, Stainless Steel Fridge, And Stainless Steel Exhaust Fan, Cooktop, B/I Oven, Microwave, B/I Dishwasher, Stacked Washer & Dryer. (27492321)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$689,000 ","Single Family","1","Condominium/Strata","M5V1T1"
"C4966573","Bright & Airy, One-Bedroom + Den In The Highly Sought After Distillery District. Glorious Views And A Giant Balcony To Enjoy The Outdoors, Large Enough For A Home Gym Or City Garden. Open And Seamless Layout, High Ceilings, Floor-To-Ceiling Windows Gives A Loft-Like Feel. Quality Built Building With Modern Amenities. Galleries, Shops & Restaurants At Your Doorstep, With Easy Access To Downtown.**** EXTRAS **** Fridge,Stove, Built-In Dishwasher & Microwave, New Stacked Washer/Dryer, Custom Window Blinds, 1 Parking & 1 Locker Included.  Exceptional Amenities Include Pool, Gym, Sauna, Guest Suites, Rooftop Deck & More. Newly Painted. (27492325)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$649,900 ","Single Family","1","Condominium/Strata","M5A3L7"
"C4966604","Rarely Available Premium Layout Stunning & Luxurious South West Corner Suite!! The Mercer's Unique Split 2 Bed 2 Baths Plus Den For Home Office, Modern Kitchen W Island, W/Built-In Miele Appliances, Spacious Master W Ensuite Bathroom, Abundant Natural Light And Skyline Views. Large Sun-Filled Balcony. Excellent Location, Heart Of Entertainment District, Tiff, Roy Thompson Hall W Easy Access To The Path, Subway, Financial District. 1 Parking + Locker Included**** EXTRAS **** B/I Fridge, Dishwasher, Cook Top, B/I Oven, Stacked Washer & Dryer, Microwave. All Light Fixtures, All Custom Window Coverings, Excellent Amenities! On 6th & 2nd Floor. Rooftop Bbq, Sauna & Spa, Fitness Center W/Hot Tub. Path 1 Min Walk (27492364)","2","2 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",,"$1,048,000 ","Single Family","1","Condominium/Strata","M5V0C4"
"W4966590","Original Owner, First Time Offering For Sale. Well Maintained 3 Bdrm Bungalow W/ Separate Entrance To Finished Basement. Hardwood Floors Throughout Main Level. Spacious Main Fl. Living Rm & Dining Rm W/ Eat-In Kitchen. Recent Updates Incl. Roof, Soffits, Windows, Gas Furnace & Central Air, Electrical Panel, Insulated Garage Door, All Elf's, All Existing Window Coverings. Lrg. Fenced In Pvt Backyard. Close To Transit, Shopping, 427,401...Great Location!**** EXTRAS **** Kitchen Appliances Included (27492439)","1","4",,"House",,,"$950,000 ","Single Family","3","Freehold","M9C4J8"
"W4966509","This Incredible Unit Is The Definition Of Turn-Key Living! This 1+1 Awaits You Today. A Full Eat-In Kitchen With A Island, Plus A Full Dining Room!  Location That Can Not Be Beat.  The South View Is Absolutely Stunning From Your Private Balcony. Enjoy Views Of The Downtown Skyline.  Literally Steps From The Kipling Station. A Quick Drive To The Gardiner, 427, Qew And 401. Building Has Amazing Amenities.  Welcome Home!**** EXTRAS **** All Appliances, Elfs, Window Coverings. All The Amenities: Indoor Pool, Gym, Games Rm, Guest Suites Theatre Rm, Billiard Rm, Party Rm, Sauna, Visitor Parking. (27492337)","1","1 + 1",,"Apartment","Security/Concierge, Sauna, Exercise Centre",,"$555,000 ","Single Family","1","Condominium/Strata","M9B0A1"
"E4966545","**A Very Special House. Meticulously Maintained!** **Professionally Updated. Everything Is Done.** **Just Move In And Enjoy Living.** **Big Backyard & Garden Shed.** **This Is A Very Well Cared For House.** **Beauty And A Gem!** **The House Is Well Updated.****** EXTRAS **** **This Property Is Well Done From Top To Bottom. Even The Crawl Space Is Neat & Cleaned.** **Updated Hot Water System; About New Air Con.** **Electrical Updated.** **Include: All Elf's, Gb + E **Fridge, Stove, Washer, Dryer To Be Replaced** (27492318)","2","3 + 1",,"House",,,"$699,000 ","Single Family",,"Freehold","M1B1B8"
